Drawing,Date,1st ball,2nd ball,3rd ball,4th ball,5th ball,6th ball
1940,2017-06-17,36,16,9,47,13,17
1941,2017-06-21,38,1,9,48,49,24
1942,2017-06-24,48,20,43,18,6,24
1943,2017-06-28,43,11,39,9,30,12
1944,2017-07-01,8,57,47,39,9,59
1945,2017-07-04,8,54,21,10,45,4
1946,2017-07-06,6,39,4,44,52,60
1947,2017-07-08,52,59,55,40,8,33
1948,2017-07-12,28,33,20,24,57,12
1949,2017-07-15,30,1,14,56,22,6
1950,2017-07-19,32,21,10,48,34,57
1951,2017-07-22,55,14,16,21,33,19
1952,2017-07-26,9,21,53,36,52,38
1953,2017-07-29,45,29,42,9,43,26
1954,2017-08-02,40,9,49,25,35,33
1955,2017-08-05,15,41,45,33,36,27
1956,2017-08-08,20,40,28,5,8,45
1957,2017-08-10,23,47,29,2,14,22
1958,2017-08-12,55,34,22,20,24,15
1959,2017-08-16,56,43,21,8,27,35
1960,2017-08-19,43,39,18,25,37,1
1961,2017-08-23,50,30,25,17,32,26
1962,2017-08-26,39,5,6,53,15,25
1963,2017-08-30,34,60,5,4,7,42
1964,2017-09-02,32,27,48,36,2,50
1965,2017-09-06,28,26,55,38,48,35
1966,2017-09-09,19,10,32,60,13,40
1967,2017-09-13,32,39,13,54,30,46
1968,2017-09-16,35,48,44,39,36,52
1969,2017-09-19,30,59,20,32,8,48
1970,2017-09-21,10,18,24,5,39,52
1971,2017-09-23,54,10,52,41,44,4
1972,2017-09-27,20,9,59,54,16,57
1973,2017-09-30,17,16,60,12,52,1
1974,2017-10-04,19,57,38,54,4,27
1975,2017-10-07,8,24,47,26,11,57
1976,2017-10-11,52,14,19,12,59,25
1977,2017-10-14,28,3,32,34,37,16
1978,2017-10-17,6,2,57,22,55,44
1979,2017-10-19,38,23,45,32,29,22
1980,2017-10-21,18,16,12,34,37,17
1981,2017-10-25,15,6,39,19,37,53
1982,2017-10-28,46,24,20,4,50,14
1983,2017-11-01,14,22,6,5,10,36
1984,2017-11-04,43,32,21,50,35,29
1985,2017-11-07,9,36,29,28,34,55
1986,2017-11-09,55,23,44,43,36,56
1987,2017-11-11,10,58,14,45,31,34
1988,2017-11-16,5,39,10,54,46,42
1989,2017-11-18,40,58,30,32,15,22
1990,2017-11-22,37,26,11,24,59,34
1991,2017-11-25,19,34,44,36,20,28
1992,2017-11-29,21,11,13,53,54,5
1993,2017-12-02,50,57,48,17,6,33
1994,2017-12-06,44,5,32,2,12,40
1995,2017-12-09,14,37,39,26,35,29
1996,2017-12-13,56,21,20,7,40,24
1997,2017-12-16,14,7,35,1,31,46
1998,2017-12-19,57,21,24,52,25,8
1999,2017-12-21,42,38,49,15,50,37
2000,2017-12-31,6,37,34,10,3,17
2001,2018-01-03,22,20,52,60,42,36
2002,2018-01-06,59,46,28,38,4,30
2003,2018-01-10,40,50,43,28,51,34
2004,2018-01-13,45,35,1,23,5,14
2005,2018-01-17,22,19,33,11,53,34
2006,2018-01-20,20,9,1,14,54,25
2007,2018-01-24,41,14,54,4,39,58
2008,2018-01-27,27,22,58,33,59,42
2009,2018-01-31,1,48,50,44,37,46
2010,2018-02-03,18,56,8,34,39,10
2011,2018-02-06,28,35,58,54,2,32
2012,2018-02-08,11,51,36,8,35,27
2013,2018-02-10,6,36,53,30,56,23
2014,2018-02-14,46,32,16,56,40,53
2015,2018-02-17,18,58,32,39,27,17
2016,2018-02-21,11,17,48,18,4,21
2017,2018-02-24,56,10,11,2,38,24
2018,2018-02-28,55,11,27,22,25,59
2019,2018-03-03,41,46,54,59,23,52
2020,2018-03-07,2,46,57,60,48,36
2021,2018-03-10,32,37,40,60,7,14
2022,2018-03-14,28,60,52,45,4,48
2023,2018-03-17,23,56,8,7,1,6
2024,2018-03-21,29,16,20,35,47,23
2025,2018-03-24,52,56,4,24,46,55
2026,2018-03-28,51,33,23,52,31,10
2027,2018-03-31,11,15,39,37,29,44
2028,2018-04-04,7,42,58,36,24,11
2029,2018-04-07,15,37,18,33,40,6
2030,2018-04-11,38,4,58,40,27,59
2031,2018-04-14,23,39,18,55,50,37
2032,2018-04-17,19,39,20,53,14,6
2033,2018-04-20,40,10,18,33,38,43
2034,2018-04-25,7,56,22,13,6,17
2035,2018-04-28,52,35,49,30,38,36
2036,2018-05-02,23,58,8,19,27,7
2037,2018-05-05,60,30,14,45,23,16
2038,2018-05-08,26,35,40,25,6,38
2039,2018-05-10,28,22,6,31,44,12
2040,2018-05-12,56,58,54,6,41,9
2041,2018-05-16,10,12,54,42,22,25
2042,2018-05-19,33,32,22,29,35,14
2043,2018-05-23,53,58,21,38,57,56
2044,2018-05-26,14,7,60,54,47,56
2045,2018-05-30,27,46,15,25,50,45
2046,2018-06-02,27,11,6,28,46,3
2047,2018-06-06,18,19,44,54,1,29
2048,2018-06-09,10,39,38,35,26,19
2049,2018-06-13,19,10,27,31,51,53
2050,2018-06-16,33,50,38,32,8,31
2051,2018-06-20,37,5,44,1,53,6
2052,2018-06-23,57,50,56,51,58,59
2053,2018-06-27,12,27,40,37,22,55
2054,2018-06-30,39,4,7,12,26,22
2055,2018-07-03,53,43,46,25,35,6
2056,2018-07-05,29,47,22,36,34,18
2057,2018-07-07,37,38,20,13,10,54
2058,2018-07-11,19,4,23,29,59,56
2059,2018-07-14,5,4,36,56,40,44
2060,2018-07-18,11,39,41,9,25,8
2061,2018-07-21,33,45,44,40,36,54
2062,2018-07-25,8,15,34,25,10,23
2063,2018-07-28,10,19,29,24,6,25
2064,2018-08-01,55,53,14,10,36,60
2065,2018-08-04,4,11,43,20,30,37
2066,2018-08-08,27,55,35,6,25,45
2067,2018-08-11,59,2,11,32,26,13
2068,2018-08-14,5,47,40,9,42,3
2069,2018-08-16,40,3,48,17,34,35
2070,2018-08-18,5,26,42,27,48,34
2071,2018-08-22,35,46,34,60,24,33
2072,2018-08-25,22,13,10,20,12,54
2073,2018-08-29,55,12,15,30,52,18
2074,2018-09-01,42,8,18,37,58,23
2075,2018-09-05,59,23,33,57,9,7
2076,2018-09-08,6,15,43,5,12,22
2077,2018-09-12,37,13,16,26,39,35
2078,2018-09-15,30,36,2,11,39,15
2079,2018-09-18,55,37,58,14,2,1
2080,2018-09-20,58,55,46,22,40,10
2081,2018-09-22,40,42,13,18,35,41
2082,2018-09-26,25,33,42,49,6,48
2083,2018-09-29,56,33,1,19,18,60
2084,2018-10-03,20,37,26,7,39,38
2085,2018-10-06,25,49,12,21,38,37
2086,2018-10-10,4,53,35,43,47,46
2087,2018-10-13,19,18,53,34,2,23
2088,2018-10-17,24,3,27,38,14,56
2089,2018-10-20,38,48,5,49,10,32
2090,2018-10-23,11,8,18,40,37,51
2091,2018-10-25,12,11,10,59,38,37
2092,2018-10-27,13,17,27,11,15,22
2093,2018-10-31,54,34,52,8,14,27
2094,2018-11-03,4,33,16,44,19,31
2095,2018-11-07,49,29,56,43,35,16
2096,2018-11-10,11,51,6,24,13,19
2097,2018-11-14,51,28,24,49,9,45
2098,2018-11-17,2,38,27,60,18,8
2099,2018-11-21,30,15,5,58,20,27
2100,2018-11-24,1,35,13,11,10,49
2101,2018-11-28,58,56,18,8,2,37
2102,2018-12-01,6,4,17,57,34,51
2103,2018-12-04,13,40,50,46,3,44
2104,2018-12-06,12,45,10,56,2,27
2105,2018-12-08,16,46,13,11,24,31
2106,2018-12-12,27,3,39,40,36,43
2107,2018-12-15,50,44,60,38,56,8
2108,2018-12-18,44,59,29,19,41,22
2109,2018-12-20,4,16,44,49,12,34
2110,2018-12-31,25,33,10,12,18,5
2111,2019-01-02,54,41,1,46,58,44
2112,2019-01-05,17,46,43,53,52,39
2113,2019-01-09,11,21,46,14,25,50
2114,2019-01-12,35,17,30,25,42,57
2115,2019-01-15,19,40,35,44,27,4
2116,2019-01-17,21,19,1,9,34,54
2117,2019-01-19,28,43,4,29,52,30
2118,2019-01-23,41,11,12,46,20,40
2119,2019-01-26,42,49,26,31,19,21
2120,2019-01-30,38,41,20,24,25,13
2121,2019-02-02,37,8,17,29,10,40
2122,2019-02-06,27,21,3,11,15,49
2123,2019-02-09,47,59,14,56,50,15
2124,2019-02-13,31,20,47,43,2,11
2125,2019-02-16,44,1,31,53,46,58
2126,2019-02-20,58,39,27,7,24,12
2127,2019-02-23,7,46,28,30,44,1
2128,2019-02-26,24,55,46,16,11,54
2129,2019-02-28,60,46,12,6,32,31
2130,2019-03-02,13,53,16,36,55,54
2131,2019-03-06,28,18,20,6,2,3
2132,2019-03-09,5,60,18,39,35,30
2133,2019-03-13,26,20,19,51,52,57
2134,2019-03-16,54,6,46,21,59,34
2135,2019-03-20,23,48,59,28,40,9
2136,2019-03-23,35,22,11,1,30,8
2137,2019-03-27,2,1,49,11,12,34
2138,2019-03-30,30,34,4,21,13,14
2139,2019-04-03,58,29,23,41,14,57
2140,2019-04-06,20,54,36,17,42,26
2141,2019-04-10,10,19,11,37,41,17
2142,2019-04-13,44,50,52,57,7,40
